prompt,completion,
薄牛肉片、豆芽菜、鴻喜菇、白菜、韭菜、切片白蘿蔔、帶汁韓式泡菜、水、味噌、芝麻醬、黑白芝麻,"韓式泡菜鍋
 食材：薄牛肉片，豆芽菜，鴻喜菇，白菜，韭菜，切片白蘿蔔，帶汁韓式泡菜，水，味噌，芝麻醬，黑白芝麻
 調味料：醬油，酒，味醂
 作法：1.薄牛肉片切適當段狀後，和調味料混合拌勻。2.豆芽菜洗淨瀝乾；鴻喜菇洗淨；白菜洗淨瀝乾分切小片；鴻喜菇略沖洗瀝乾；韭菜洗淨切段備用。3.取鍋加入湯底材料中的水、味噌、芝麻醬，放入切片白蘿蔔煮軟後，續加入帶汁的韓式泡菜煮至香味溢出後，依序加入其餘材料煮熟後，再撒入黑白芝麻即可食用。",
牛肉片、青蔥、薑,"蔥爆牛肉
 食材：牛肉片，青蔥，薑
 調味料：蠔油，鹽，酒，太白粉水
 醃料：醬油，糖，太白粉，嫩肉粉
 作法：1.牛肉片加入所有醃料拌勻，醃漬約30分鐘，備用。2.薑去皮、切片；蔥切3公分段狀，備用。3.熱鍋，加入3大匙油，放入作法1的牛肉片，以筷子撥散過油後，撈出瀝油，備用。4.同作法3原鍋，倒出油後，放入作法2的薑片以小火煸香，再加入蔥段煸至表面略焦，續放入作法3的牛肉片及所有調味料，以大火快炒均勻即可。",
牛絞肉、蒜苗、辣椒、蒜頭、豆豉,"蒜苗炒牛絞肉
 食材：牛絞肉，蒜苗，辣椒，蒜頭，豆豉
 調味料：醬油，米酒，香油，糖
 作法：1.蒜苗、辣椒、蒜頭切末；豆豉稍洗淨瀝乾，備用。2.熱鍋，倒入適量的油，放入作法1的材材爆香。3.再放入牛絞肉炒至變白，加入所有調味料炒勻即可。",
油麵、牛肉片、鮮香菇、蒜末、紅蘿蔔片、油菜、水,"牛肉炒麵
 食材：油麵，牛肉片，鮮香菇，蒜末，紅蘿蔔片，油菜，水
 調味料：鹽，醬油，糖
 醃料：醬油，糖，地瓜粉，米酒，胡椒粉
 作法：1.將牛肉片加入醃料抓勻，醃?分鐘，鮮香菇切片，備用。2.取鍋燒熱後，加入2大匙沙拉油，放入作法1的牛肉片、蒜末炒至顏色變白，加入油麵、香菇片、紅蘿蔔片，以中火炒3分鐘。3.於作法2加入水與所有調味料，開中火保持沸滾狀態，蓋上鍋蓋燜煮2分鐘，加入油菜，以大火煮至湯汁收濃即可。",
牛腱、蕃茄紅酒滷汁,"紅酒滷牛肉
 食材：牛腱，蕃茄紅酒滷汁
 作法：1.牛腱洗淨，瀝乾水分備用。2.煮一鍋滾沸的水，放入作法1牛腱以小火燉煮約90分鐘，撈出放入沖冷水至冷卻，切小塊備用。3.將蕃茄紅酒滷汁倒入深湯鍋中以大火煮至滾沸，放入作法2的牛腱塊，以小火滷約1小時，熄火浸泡約30分鐘後即可。",
牛肉片、洋蔥、白飯,"經典牛肉丼飯
 食材：牛肉片，洋蔥，白飯
 調味料：奶油，柴魚汁，醬油，味醂，紅酸薑
 作法：1.洋蔥切絲備用。2.取一平底鍋，熱鍋後轉小火，加入奶油融化。3.將作法1的洋蔥絲放入作法2的鍋中，以小火炒香洋蔥絲後，加入柴魚汁、醬油及味醂，轉中火將材料拌煮至湯汁滾沸。4.將牛肉片加入作法3的鍋中拌開，煮約1分鐘至牛肉變白、熟後關火。5.將作法4的所有材料盛至白飯上，再放上紅酸薑即可。",
牛肋條、洋蔥、薑、蒜、可樂、太白粉水,"可樂牛肋條
 食材：牛肋條，洋蔥，薑，蒜，可樂，太白粉水
 調味料：豆瓣醬，蠔油，水
 作法：1.將牛肋條切塊，入滾水汆燙一下撈起；洋蔥切小塊；薑、蒜分別切末備用。2.熱油鍋，爆香薑末、蒜末，加入調味料、可樂及作法1的牛肋條塊、洋蔥塊，以大火燒滾後轉小火，慢燉約2.5小時至牛肋條塊軟爛，最後用太白粉水勾芡即可熄火。",
牛腩、白蘿蔔、紅蘿蔔,"紅燒牛腩
 食材：牛腩，白蘿蔔，紅蘿蔔
 調味料：糖，醬油，米酒，白胡椒粉，香油，滷包
 作法：微波爐作法：1.牛腩、白蘿蔔、紅蘿蔔切塊後放入容器中，加水淹過材料即可。2.加入調味料，覆蓋耐熱保鮮膜，用強微波加熱20分鐘後，取出滷包。3.再用弱微波加熱35分鐘即可。電磁爐作法：1.將牛腩、白蘿蔔、紅蘿蔔切塊後放入鍋中，加水淹過材料即可。2.加入調味料以強火加熱10分鐘，再改中火加熱15分鐘後，取出滷包。3.再用弱火加熱60分鐘即可。",
牛肉片、洋蔥、雞蛋、白飯,"滑蛋牛肉丼
 食材：牛肉片，洋蔥，雞蛋，白飯
 調味料：奶油，味醂，醬油，柴魚汁
 作法：1.把洋蔥切片；雞蛋打散，備用。2.取一平底鍋，熱鍋後轉小火，加入奶油。3.將作法1的洋蔥片加入作法2的鍋內，以小火炒香洋蔥片後，加入柴魚汁、醬油及味醂，轉中火將材料拌煮至滾。4.將牛肉片加入作法3的鍋內拌開，煮約1分鐘至牛肉變白、熟後，淋上作法1的蛋液略滾約5秒即關火。5.將作法4的材料盛至飯上即可。",
拉麵、青菜、熟牛肉、醬味牛肉湯頭,"紅燒牛肉麵
 食材：拉麵，青菜，熟牛肉，醬味牛肉湯頭
 調味料：鹽，醬油，糖，麻油
 作法：1.將拉麵燙熟倒入碗內備用。2.牛肉切成小塊，與高湯一起煮熱後加入調味料調味，再倒入作法1的碗內。3.最後將燙過的青菜舖在上面即完成",
牛腩肉、青蔥、薑、紅辣椒、白蘿蔔,"滷牛腩
 食材：牛腩肉，青蔥，薑，紅辣椒，白蘿蔔
 調味料：醬油，米酒，水
 作法：1.牛腩洗淨，放入滾水中燙熟後（可用筷子插入測試），撈起泡入冷水中洗淨切塊備用。2.青蔥、紅辣椒洗淨切段；薑切片，備用3.白蘿蔔洗淨去皮後，切塊備用4.取一深鍋，放入作法1的牛腩塊和作法2的青蔥段、辣椒段、薑片和全部的調味料，蓋上鍋蓋以小火煮約30分鐘。5.待牛肉塊變軟後，再加入作法的白蘿蔔塊，以小火煮20分鐘即可。",
牛絞肉、薑末、蒜末、辣椒末、水,"沙茶牛肉醬
 食材：牛絞肉，薑末，蒜末，辣椒末，水
 調味料：沙茶醬，醬油
 作法：1.取鍋燒熱後倒入3大匙油，加入薑末、蒜末、辣椒末爆香。2.將作法1放入牛絞肉炒至顏色變白後，放入沙茶醬炒香。3.將作法2加入醬油拌炒後，加水煮至入味即可。",
牛臀肉、洋蔥、紅蔥頭、薑、蒜頭、紅辣椒、水、沙拉油、醬油、檸檬葉、酸子、南薑碎、薑碎、牛高湯、椰奶,"咖哩巴東牛肉
 食材：牛臀肉，洋蔥，紅蔥頭，薑，蒜頭，紅辣椒，水，沙拉油，醬油，檸檬葉，酸子，南薑碎，薑碎，牛高湯，椰奶
 調味料：辣椒粉，薑黃粉，香茅粉，印度咖哩粉，糖，鹽
 作法：1.牛臀肉切大塊備用。2.將洋蔥、紅蔥頭、薑、蒜頭、紅辣椒、水一起放入調理機中攪碎成醬料備用。3.熱油鍋，放入牛肉以小火煎約3分鐘至肉呈金黃色時，加入醬油和作法2的醬料拌炒約1分鐘至入味，再加入檸檬葉、酸子、南薑碎、薑碎、辣椒粉、薑黃粉、香茅粉、印度咖哩粉拌炒約1～2分鐘至香味出來。4.放入牛高湯、椰奶，最後以鹽、糖調味後再小火續煮約40分鐘至湯汁收乾關火即可。",
牛腩、蕃茄、白蘿蔔、蔥、老薑、大蒜、八角、高湯、拉麵、青菜、酸菜、蔥花,"紅燒牛肉麵
 食材：1牛腩，蕃茄，白蘿蔔，蔥，老薑，大蒜，八角，高湯，2拉麵，青菜，酸菜，蔥花
 調味料：辣豆瓣醬，醬油，冰糖，滷包
 作法：1.先將牛腩、蕃茄、紅白蘿蔔切塊，蔥切段，大蒜拍碎備用。2.煮一鍋熱水將牛腩汆燙過後，以水邊沖邊用手壓牛腩，將血水擠出一直到沒有血水出來，瀝乾置於一旁。3.鍋內放入沙拉油，中火爆香薑蒜後加入牛腩不停拌炒，陸續加入辣豆瓣醬、醬油，使牛腩上色、辣味出現。4.在鍋中加入高湯，以略為蓋過牛腩為準，並將蕃茄、紅白蘿蔔、八角、蔥、冰糖、滷包加入湯中，大火煮開撈除泡沫，轉小火煮至牛腩軟爛入味即為紅燒牛肉湯。5.將麵條煮熟，倒入牛肉湯，加上蔥花、燙青菜、酸菜即可食用。",
牛絞肉、紅蘿蔔、荸薺、芹菜、香菇、蔥、薑、太白粉水、西生菜葉片,"炒牛肉鬆夾生菜
 食材：牛絞肉，紅蘿蔔，荸薺，芹菜，香菇，蔥，薑，太白粉水，西生菜葉片
 調味料：醬油，雞粉，米酒，香油，糖，白胡椒粉
 作法：1.紅蘿蔔、荸薺、芹菜、香菇、蔥、薑均切成末；西生菜葉片剪成碗大小的圓片狀，備用。2.熱鍋，倒入適量的油，放入作法1的香菇末、蔥末及薑末爆香。3.加入牛絞肉炒至變白，再加入作法1的紅蘿蔔、荸薺、芹菜末及所有調味料炒勻，以太白粉水勾芡。4.將作法3的材料以西生菜葉片包起食用即可。",
牛肉、蘆筍、薑、辣椒,"蘆筍炒牛柳
 食材：牛肉，蘆筍，薑，辣椒
 調味料：鹽，黑胡椒粉，香油
 醃料：太白粉，香油，蛋白，水，醬油
 作法：1.牛肉切成小條狀，放入容器中加入醃料所有材料，醃漬約15分鐘備用。2.蘆筍去老皮切成小段狀；薑與辣椒切成片狀，備用。3.熱鍋，加入1大匙沙拉油，放入作法2的薑片與辣椒片，以中火爆香。4.加入作法1、2的牛肉條與蘆筍段以及所有調味料，再以中火翻炒均勻即可。",
牛肋條、白蘿蔔、老薑、蔥、花椒、胡椒粒、牛骨高湯,"清燉牛肉湯
 食材：牛肋條，白蘿蔔，老薑，蔥，花椒，胡椒粒，牛骨高湯
 調味料：鹽，米酒
 作法：1.牛肋條放入滾水中汆燙去穢血，撈出後切成3公分小段備用。2.白蘿蔔切成長方片，並放入滾水中汆燙：老薑去皮後切成片；蔥切段備用。3.將作法1牛肋條段、作法2的所有材料與花椒、胡椒粒放入電鍋中，再加入所有調味料與牛骨高湯，在外鍋加入1杯水，按下開關燉煮，跳起後再加入1杯水續煮，連續約煮約2.5小時即完成。",
牛脖花、牛脂、沙拉油、紅蘿蔔、牛高湯、油豆腐、薑片、紅蔥頭末、青蔥段、花椒粒、黑豆辦醬、辣椒醬、八角、桂皮,"紅燒牛肉
 食材：牛脖花，牛脂，沙拉油，紅蘿蔔，牛高湯，油豆腐，薑片，紅蔥頭末，青蔥段，花椒粒，黑豆辦醬，辣椒醬，八角，桂皮
 調味料：紹興酒，鹽，味精
 作法：1.牛脖花汆燙後切小塊；紅蘿蔔切小塊；牛脂切成小塊後，放入滾水中汆燙撈起瀝乾備用。2.熱鍋後放入少許沙拉油，以中火將牛脂煎煮至融化。3.再放入A辛香料爆香，並炒至青蔥變焦黃。4.繼續放入豆瓣醬、辣椒醬拌炒均勻後，再加入八角、桂皮炒勻。5.再放入牛脖花塊、紅蘿蔔塊拌炒。6.再加入牛高湯以大火滾開後，轉中火燉煮約1.5小時，最後再加入調味料和油豆腐燒煮入味即可。",
牛肚、蔥、薑、花椒、八角、水、米酒、綜合滷汁、香油,"滷牛肚
 食材：牛肚，蔥，薑，花椒，八角，水，米酒，綜合滷汁，香油
 作法：1.取一深鍋，加入材料B的所有材料，煮開後放入洗淨的牛肚，以小火煮約1個小時後，沖水洗淨備用。2.再取鍋倒入綜合滷汁，煮滾後放入作法1的牛肚，轉小火讓滷汁保持在略為滾動狀態。3.將作法2以小火滷約30分鐘，再關火浸泡30分鐘，最後撈起刷上香油即可。",
牛絞肉、蔥花、青花菜、綠豆芽、紅辣椒、白飯,"碎牛肉拌飯
 食材：牛絞肉，蔥花，青花菜，綠豆芽，紅辣椒，白飯
 調味料：辣椒粉，黑胡椒粉，韓式辣醬，雞精粉，魚露拌醬，20度料理米酒
 作法：1.青花菜洗淨後用熱水汆燙至熟，再撈起瀝乾備用。2.熱一炒鍋，放入牛絞肉、綠豆芽、魚露拌醬、20度料理米酒，以小火拌炒至熟備用。3.另熱一炒鍋，放入蔥花以中小火炒香，再繼續放入白飯、、辣椒粉、黑胡椒粉、韓式辣醬、雞精粉一起拌炒均勻後，盛入拌飯碗內。4.在作法3的飯上面，放入作法1的青花菜與切片的紅辣椒片，並於中間處放入作法2炒熟的牛絞肉即可。",
牛絞肉、雞蛋、洋蔥末、薑末、去邊白吐司、牛奶、板油末、太白粉、洋蔥絲、蕃茄片、小黃瓜、美生菜片、奶油,"傳統牛肉漢堡肉餅
 食材：牛絞肉，雞蛋，洋蔥末，薑末，去邊白吐司，牛奶，板油末，太白粉，洋蔥絲，蕃茄片，小黃瓜，美生菜片，奶油
 調味料：鹽，胡椒，豆蔻粉，漢堡酸辣醬
 作法：1.去邊白吐司麵包沾牛奶擠乾備用。2.取鍋，放奶油以大火煮融後，加入洋蔥末炒至呈金黃色撈出瀝乾備用。3.將除漢堡酸辣醬以外的調味料、絞肉、蛋、薑末、板油末和作法1的吐司麵包、洋蔥末混合後分成6份，各捏成肉餅狀備用。4.取鍋，放入奶油，再將作法3的肉餅以大火煎至定型且熟透，即可盛盤。",
牛後腿肉片、蛋、3蒜頭、蝦米、辣椒、蔥段、4豆幹丁、花生、豆芽菜、5河粉、6香菜、九層塔,"越南牛肉炒河粉
 食材：1牛後腿肉片，2蛋，3蒜頭，蝦米，辣椒，蔥段，4豆幹丁，花生，豆芽菜，5河粉，6香菜，九層塔
 調味料：高湯，魚露，糖，鹽，雞粉，辣椒粉，檸檬汁
 醃料：太白粉 ，水，蛋白 ，沙拉油 ，醬油 
 作法：1.牛後腿肉片用醃料醃至入味後，過油備用；將蛋炒成炒蛋備用。2.將材料3炒香，加入材料4拌炒，再依序加入作法1的材料、調味料及河粉拌炒約1分鐘，待湯汁快收乾時，加入材料6快速拌炒即可起鍋食用。",
牛絞肉、肥豬絞肉、蔥薑水、太白粉、蛋白,"牛肉丸子
 食材：牛絞肉，肥豬絞肉，蔥薑水，太白粉，蛋白
 調味料：鹽，糖，胡椒粉
 作法：1.將牛絞肉和肥豬絞肉先用菜刀剁碎，放入容器中。2.加入少許鹽（份量外）破壞肉質的組織，再同方向攪拌至肉有黏性。3.加入蔥薑水可去除腥味，再放入太白粉、蛋白和調味料同方向攪拌均勻。4.將具黏性的絞肉，拿起來摔打，可讓口感緊實有Q度。5.用手捏出丸子狀，並以湯匙輔助，將肉丸子放入裝了滾水的鍋中，以小火烹煮。6.待丸子浮至水面，即可撈起。",
去皮牛蕃茄、牛肋條、青蔥段、薑片、蒜片、牛高湯,"蔥燒蕃茄燉牛肉
 食材：去皮牛蕃茄，牛肋條，青蔥段，薑片，蒜片，牛高湯
 調味料：鹽
 作法：1.去皮牛蕃茄切塊；牛肋條汆燙後切塊備用。2.起鍋加入少許沙拉油熱鍋後，放入青蔥段、薑片、蒜片爆香。3.繼續加入牛蕃茄拌炒後，再放入牛肋條拌炒。4.最後加入牛高湯於作法3中，牛高湯滾後以小火煮1.5小時，待收汁加入鹽調味即可。",
牛肉、新鮮香菇、薑片、胡蘿蔔片、蔥、辣椒,"蠔油牛肉
 食材：牛肉，新鮮香菇，薑片，胡蘿蔔片，蔥，辣椒
 調味料：A.玉米粉，小蘇打粉，嫩精，米酒，醬油，水，蛋液，B.雞粉，蠔油，醬油，糖，水，C.太白粉水，香油
 作法：1.牛肉切片，用調味料A醃約20分鐘至入味，後加15㏄沙拉油到醃好的牛肉裡拌勻，防止炒時粘黏。2.蔥切段；辣椒切細絲；新鮮香菇切厚片、胡蘿蔔切片，分別以滾水汆燙後瀝乾水分備用。3.取一熱鍋加入45㏄沙拉油，油熱後，加入牛肉以大火快炒將牛肉炒散開，至肉約8分熟後，撈起瀝乾油脂備用。4.熱鍋，加入15㏄沙拉油，以小火爆香蔥段、薑片、辣椒絲，再加入胡蘿蔔片及香菇片略炒，轉成大火後加入調味料B，接著加入作法3.的牛肉，快速翻炒即可加入太白粉水炒勻，起鍋前加入香油拌勻即可。",
牛肉、蔥、洋蔥、竹筍、紅蘿蔔,"滑蛋牛肉燴飯
 食材：牛肉，蔥，洋蔥，竹筍，紅蘿蔔
 調味料：沙茶醬，全蛋，鹽，白胡椒粉，太白粉
 作法：1.牛肉切長小條狀沾上太白粉，放入約60℃溫水中汆燙一下再撈起備。2.將洋蔥、紅蘿蔔、竹筍都切成絲狀備用。3.熱鍋，加入1大匙沙拉油，加入作法2的材料一起翻炒均勻。4.加入作法1汆燙好的牛肉條與所有調味料，翻炒均勻入味即可。",
牛肉片、洋蔥、薑、白芝麻,"照燒牛肉片
 食材：牛肉片，洋蔥，薑，白芝麻
 調味料：日式醬油，味醂，米酒
 作法：1.洋蔥去皮切絲；薑切絲，備用。2.熱鍋，倒入適量的油，放入作法1的材料炒香。3.加入牛肉片與所有調味料炒勻。4.再撒入白芝麻炒勻即可。",
牛肋條、蘋果、洋蔥、市售高湯、水、蒜末,"蘋果咖哩牛肉
 食材：牛肋條，蘋果，洋蔥，市售高湯，水，蒜末
 調味料：日式咖哩塊，鹽，糖
 作法：1.蘋果洗淨後刨去外皮，平均切成小塊狀；牛肋條切段後，汆燙洗淨；洋蔥切小塊，備用。2.熱鍋，倒入適量沙拉油，放入蒜末、作法1的洋蔥炒香，再加入作法1的牛肉、蘋果丁、水、市售高湯及其它調味料，以小火煮約20分鐘。3.最後加入咖哩塊，煮至均勻軟化即可。",
青蔥、荷葉餅、甜麵醬、蔥花、牛腱、蔥段、老薑片、紹興酒、香油、水、淡色醬油、桂皮、冰糖、八角、香葉、草果、沙薑、甘草,"牛肉捲餅
 食材：青蔥，荷葉餅，甜麵醬，蔥花，牛腱，蔥段，老薑片，紹興酒，香油，水，淡色醬油，桂皮，冰糖，八角，香葉，草果，沙薑，甘草
 作法：1.牛腱放入沸水內煮熟以去除血水，再以流動清水沖洗約20分鐘備用。2.所有滷料放入鍋中以中小火煮約10分鐘，再放入作法1的牛腱、蔥段、老薑片繼續滷煮約30分鐘即熄火，加入紹興酒浸泡約15分鐘，取出待涼切片，淋上香油，即為滷牛腱片，取150～200公克備用。3.青蔥洗淨，切除頭尾，瀝乾水分備用。4.將荷葉餅攤開，抹上甜麵醬，排入數片滷牛腱片、青蔥，捲成長筒狀即可。",
